image_name,type,cellprob_threshold,channel_axis,channel_nuclei,channel_segment,diameter,do_3D,flow_threshold,interp,invert,max_size_fraction,min_size,model_name,niter,norm3D,normalize,percentile_max,percentile_min,sharpen_radius,smooth_radius,stitch_threshold,tile_norm_blocksize,tile_norm_smooth3D,tile_overlap,duration,are,precision,recall,f1,jaccard,jaccard_cellpose
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.0,0,1,0.0,3.183210849761963,0.7917214385799862,0.4494093102201844,0.13554944915753478,0.20827856142001375,0.23391984814921812,0.1798788740018947
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.1,0,1,0.0,4.10089635848999,0.718958198106917,0.5253522025694709,0.1918320170630149,0.281041801893083,0.3847338306159176,0.4109769026029684
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.2,0,1,0.0,4.137929201126099,0.718958198106917,0.5253522025694709,0.1918320170630149,0.281041801893083,0.3847338306159176,0.4109769026029684
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.3,0,1,0.0,4.220484256744385,0.718958198106917,0.5253522025694709,0.1918320170630149,0.281041801893083,0.38479568258313934,0.4109769026029684
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.4,0,1,0.0,4.921968698501587,0.7156295812300293,0.5240679980733812,0.1951245781302687,0.28437041876997066,0.4370589032701167,0.4421324491361032
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.5,0,1,0.0,4.965044975280762,0.7156698628296487,0.5239814602027707,0.19509864390969903,0.28433013717035127,0.43725878380002947,0.44201966887715977
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.6,0,1,0.0,5.4874632358551025,0.7158003858778369,0.5237010825030698,0.19501460705332185,0.28419961412216316,0.4353162106461033,0.44109487075382325
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.7,0,1,0.0,6.8461809158325195,0.7216754937589912,0.5110838686620219,0.19123272142436532,0.2783245062410088,0.43274645879969403,0.4320329769477151
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.75,0,1,0.0,8.199212312698364,0.7234153323925345,0.5072488493480686,0.19012708609335568,0.27658466760746553,0.4279986533634794,0.42800108269048587
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.8,0,1,0.0,10.462506771087646,0.7309232432693036,0.4913332914057126,0.18526941345476908,0.2690767567306964,0.41446313098054127,0.4137794920377137
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.9,0,1,0.0,25.68232011795044,0.7607257426257025,0.42951870376379697,0.16582587855704697,0.23927425737429747,0.3573262927389431,0.34953421753056346
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.95,0,1,0.0,40.875746726989746,0.8324107596512093,0.2889826387402758,0.11801464149555625,0.16758924034879072,0.20176240176041882,0.1880610817882438
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.99,0,1,0.0,66.69086718559265,0.8670469176970135,0.22500472166606264,0.09435253461285795,0.13295308230298652,0.03558712700476657,0.03334912256958542
20240305_P013T_B005_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,1.0,0,1,0.0,65.33038473129272,0.8679059463668433,0.2234481258058749,0.09376099945921199,0.1320940536331568,0.03008536644138629,0.02531352911986286
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.0,0,1,0.0,15.627575635910034,0.7872869915976879,0.3291152961244587,0.15713656943775167,0.21271300840231216,0.10993519799986638,0.1350826780239375
P013T_60xOil_Hoechst_SiRActin_C_004_cropped_isotropic,Nuclei,5,,0,0,30.0,False,0.5,False,False,0.5,15,cyto3,100,False,True,99.0,0.0,0,1.0,0.1,0,1,0.0,55.1493399143219,0.6950788929995176,0.4493940955723515,0.230741438210649,0.3049211070004823,0.4291308551400848,0.3088591843803317
